accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate
0.42658731341362,0.7575807571411133,1.34553062915802,0.18217821419239044,0.5727751851081848,1.714065432548523,9.999999747378752e-05
0.5322420597076416,0.818499743938446,1.1865583658218384,0.21188119053840637,0.639510452747345,1.9872725009918213,9.999999747378752e-05
0.5610119104385376,0.8374286890029907,1.1256147623062134,0.20990099012851715,0.636212944984436,2.310662031173706,9.999999747378752e-05
0.5897817611694336,0.8443734049797058,1.0998458862304688,0.2138613909482956,0.6483860015869141,2.4741623401641846,9.999999747378752e-05
0.6140872836112976,0.8601601719856262,1.0489442348480225,0.2693069279193878,0.6795734167098999,2.6752870082855225,9.999999747378752e-05
0.6205357313156128,0.8699142336845398,1.0155744552612305,0.23762376606464386,0.668340802192688,2.5821263790130615,9.999999747378752e-05
0.6150793433189392,0.8754558563232422,0.9928207397460938,0.26138612627983093,0.6998544335365295,2.472805976867676,1.9999999494757503e-05
0.6349206566810608,0.8796140551567078,0.9788789749145508,0.35247525572776794,0.7453492283821106,2.2347869873046875,1.9999999494757503e-05
0.6458333134651184,0.8840066194534302,0.9612626433372498,0.4000000059604645,0.7765372395515442,2.058748245239258,1.9999999494757503e-05
0.6483134627342224,0.8861640095710754,0.951221227645874,0.43168318271636963,0.8100924491882324,1.8097467422485352,1.9999999494757503e-05
